lat,long,Jan,Feb,Mar,Apr,May,June,july,Aug,Sept,Oct,Nov,Dec
24,-127,3.56,4.43,5.31
45,-96,1.64,2.54
35,-76,2.4,3.2
47,-105,1.43,2.39
48,-89,1.3,2.21
32,-112,3.39,4.23
38,-87,1.93,2.7
23,-112,4.5,5.35,6.49
41,-124,1.83,2.68
41,-107,2.19,3.02
42,-91,1.83,2.66
26,-110,4.24,5.08,6.51
27,-68,3.47,4.42,5.46
45,-120,1.42,2.4
31,-63,2.76,3.57
49,-123,1.13,2.03
39,-81,1.81,2.54
45,-103,1.64,2.52
34,-63,2.16,2.94
35,-83,2.42,3.05
25,-125,3.61,4.41,5.35
47,-104,1.42,2.32
48,-114,1.34,2.24
32,-101,3.06,3.78
38,-96,2.24,2.94
36,-97,2.48,3.18
41,-102,2.07,2.94
42,-116,1.89,2.81
26,-103,3.83,4.61,5.67
45,-127,1.35,2.22
49,-118,1.32,2.26
39,-80,1.81,2.52
40,-74,1.97,2.86
45,-106,1.63,2.54
25,-120,3.92,4.67,5.57
43,-68,1.5,2.44
47,-63,1.31,2.28
48,-103,1.31,2.23
32,-94,2.56,3.21
33,-104,3.18,4.02
29,-124,3.4,4.19,5.25
33,-119,3.23,4.08
36,-90,2.17,2.92
42,-101,1.94,2.77
26,-96,3.0,3.75,4.99
27,-114,3.64,4.35,5.49
45,-130,1.31,2.18
49,-125,0.98,1.84
37,-123,2.37,3.18
40,-79,1.79,2.58
24,-86,3.77,4.6,5.68
45,-113,1.75,2.72
35,-65,1.89,2.61
48,-64,1.24,2.17
32,-99,2.92,3.59
33,-111,3.25,4.12
23,-69,4.28,5.25,6.08
33,-130,2.69,3.51
36,-87,2.09,2.81
37,-99,2.46,3.16
42,-126,1.68,2.54
26,-97,2.99,3.79,4.96
27,-105,3.97,4.87,6.23
24,-91,3.83,4.69,5.79
43,-82,1.3,2.09
44,-68,1.69,2.62
47,-77,1.5,2.49
32,-92,2.55,3.23
33,-90,2.5,3.12
38,-123,2.26,3.09
23,-84,4.06,4.98,6.01
36,-112,2.84,3.72
37,-86,1.98,2.74
42,-119,1.96,2.86
26,-90,3.46,4.3,5.39
27,-96,2.92,3.66,4.87
46,-124,1.2,2.07
39,-101,2.28,3.03
24,-100,3.75,4.5,5.53
25,-82,4.03,4.95,5.98
43,-73,1.73,2.67
44,-73,1.63,2.54
28,-72,3.33,4.22,5.36
47,-76,1.52,2.5
48,-78,1.45,2.44
32,-81,2.77,3.44
33,-97,2.66,3.4
26,-130,3.38,4.3,5.23
46,-100,1.51,2.34
30,-127,3.15,3.93,5.0
36,-101,2.68,3.41
37,-109,2.76,3.57
27,-87,3.34,4.12,5.24
46,-117,1.36,2.32
49,-90,1.39,2.41
39,-116,2.48,3.39
40,-102,2.17,3.01
24,-105,4.42,5.35,6.62
25,-73,3.89,4.91,5.86
43,-96,1.76,2.55
44,-82,1.16,2.09
28,-77,3.27,4.07,5.21
29,-69,3.12,4.04,5.13
48,-83,1.41,2.4
32,-74,2.42,3.09
33,-76,2.17,2.92
38,-125,2.15,3.07
26,-123,3.65,4.44,5.44
46,-93,1.59,2.59
30,-120,3.49,4.25,5.31
37,-104,2.66,3.58
49,-97,1.28,2.2
34,-124,2.82,3.59
39,-91,2.01,2.71
40,-107,2.34,3.25
24,-114,4.35,5.13,6.18
25,-68,3.84,4.87,5.73
43,-87,1.31,2.2
44,-79,1.42,2.29
29,-80,3.09,3.79,5.04
48,-76,1.46,2.41
32,-63,2.56,3.34
33,-83,2.66,3.31
46,-86,1.22,2.05
30,-113,3.59,4.47,5.93
37,-63,1.58,2.19
49,-108,1.2,2.11
34,-125,2.77,3.56
39,-98,2.21,2.88
40,-116,2.26,3.16
43,-127,1.55,2.43
47,-130,1.13,2.04
43,-110,2.04,3.01
44,-88,1.6,2.5
28,-67,3.31,4.2,5.3
33,-78,2.58,3.38
41,-68,1.43,2.36
46,-111,1.6,2.56
30,-106,3.62,4.4,5.81
36,-84,2.12,2.72
37,-66,1.43,2.05
39,-122,2.13,3.12
49,-115,1.33,2.3
34,-102,2.92,3.7
40,-89,1.89,2.61
24,-64,4.11,5.05,5.96
43,-118,1.76,2.69
47,-121,1.21,2.1
38,-71,1.53,2.3
